average_grade,total_approved_units,overall_approval_rate,Tuition fees up to date,Debtor,Scholarship holder,Age at enrollment,Gender,Marital status,Unemployment rate,Inflation rate,GDP,International,Target
11.025,9.0,0.9,1,0,0,19,0,1,16.2,0.3,-0.92,0,2
0.0,0.0,0.0,1,0,0,19,0,1,10.8,1.4,1.74,0,0
13.5,10.0,1.0,1,0,1,19,0,1,9.4,-0.8,-3.12,0,2
13.183333333333334,12.0,1.0,1,0,0,19,0,1,15.5,2.8,-4.06,0,2
6.05,5.0,0.35714285714285715,1,0,0,19,0,1,13.9,-0.3,0.79,0,0
13.972222222222223,11.0,0.9166666666666666,1,0,0,20,0,1,12.4,0.5,1.79,0,2
13.100000000000001,10.0,0.8333333333333334,1,0,1,18,0,1,9.4,-0.8,-3.12,0,1
13.333333333333332,12.0,1.0,1,0,0,18,0,1,12.4,0.5,1.79,0,2
14.239126984126983,15.0,1.0,1,0,0,19,0,1,12.4,0.5,1.79,0,2
13.490178571428572,14.0,0.9333333333333333,1,0,1,18,0,1,13.9,-0.3,0.79,0,0
12.666666666666668,12.0,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,2
13.5,10.0,1.0,1,0,0,19,0,1,8.9,1.4,3.51,0,2
7.0,5.0,0.35714285714285715,1,0,0,19,0,1,13.9,-0.3,0.79,0,0
11.69047619047619,16.0,1.0,1,0,0,20,0,1,7.6,2.6,0.32,0,2
12.25,9.0,0.75,0,1,1,19,0,1,12.4,0.5,1.79,0,0
11.85,8.0,0.8,1,0,0,20,0,1,7.6,2.6,0.32,0,2
14.833333333333334,12.0,1.0,1,1,1,18,0,1,8.9,1.4,3.51,0,2
13.04042857142857,12.0,0.8,1,0,1,20,0,1,11.1,0.6,2.02,0,1
17.35625,15.0,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,2
12.666666666666666,12.0,0.8571428571428571,1,0,0,19,0,1,7.6,2.6,0.32,0,2
12.333333333333332,11.0,0.9166666666666666,1,0,1,19,0,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,0,1,0,22,0,1,8.9,1.4,3.51,0,1
11.416666666666668,12.0,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.968125,15.0,1.0,1,0,1,19,0,1,15.5,2.8,-4.06,0,2
11.4,10.0,0.8333333333333334,1,0,1,19,0,1,9.4,-0.8,-3.12,0,2
0.0,0.0,0.0,1,0,0,19,0,1,7.6,2.6,0.32,0,0
11.433333333333334,8.0,0.6666666666666666,1,0,0,20,0,1,7.6,2.6,0.32,0,0
13.770833333333332,10.0,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,2
14.020952380952384,13.0,0.8666666666666667,1,0,1,20,0,1,11.1,0.6,2.02,0,2
0.0,0.0,0.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,1
12.9,10.0,1.0,1,0,0,19,0,1,7.6,2.6,0.32,0,2
11.583333333333334,8.0,0.6666666666666666,1,0,0,18,0,1,9.4,-0.8,-3.12,0,1
12.566666666666666,11.0,0.9166666666666666,1,0,0,18,0,1,7.6,2.6,0.32,0,2
11.333333333333332,6.0,0.5,1,0,0,21,0,1,9.4,-0.8,-3.12,0,0
11.75,10.0,0.8333333333333334,1,0,0,19,0,1,7.6,2.6,0.32,0,0
11.2,10.0,1.0,1,0,1,18,0,1,12.4,0.5,1.79,0,2
12.053571428571429,12.0,1.0,1,0,1,18,0,1,12.7,3.7,-1.7,0,2
11.416666666666668,10.0,0.8333333333333334,1,0,0,20,0,1,9.4,-0.8,-3.12,0,2
11.8,10.0,0.8333333333333334,1,0,1,24,0,1,11.1,0.6,2.02,0,2
13.083333333333332,12.0,1.0,1,0,0,19,0,1,10.8,1.4,1.74,0,0
12.808333333333334,14.0,0.9333333333333333,1,0,1,18,0,1,15.5,2.8,-4.06,0,2
15.136875,15.0,1.0,1,0,0,18,0,1,15.5,2.8,-4.06,0,2
11.25,7.0,0.5833333333333334,1,0,0,21,0,1,10.8,1.4,1.74,0,0
14.2,10.0,1.0,1,0,0,19,0,1,7.6,2.6,0.32,0,2
12.75,12.0,1.0,1,0,1,19,0,1,15.5,2.8,-4.06,0,2
0.0,0.0,0.0,1,1,0,47,0,3,8.9,1.4,3.51,0,1
11.333333333333332,9.0,0.75,1,0,0,19,0,1,13.9,-0.3,0.79,0,2
14.257142857142856,14.0,0.875,1,0,0,29,0,1,12.7,3.7,-1.7,0,2
11.666666666666668,5.0,0.4166666666666667,1,0,0,21,0,1,16.2,0.3,-0.92,0,0
10.875,8.0,0.8,1,0,0,28,0,1,12.7,3.7,-1.7,0,1
13.009821428571428,15.0,1.0,1,0,0,20,0,1,15.5,2.8,-4.06,0,2
11.683333333333332,12.0,0.8571428571428571,1,0,0,19,0,1,7.6,2.6,0.32,0,2
11.833333333333332,8.0,0.6666666666666666,1,0,0,26,0,1,9.4,-0.8,-3.12,0,2
12.458333333333332,10.0,0.8333333333333334,0,1,0,20,0,1,11.1,0.6,2.02,0,0
12.583333333333332,7.0,0.7,1,0,1,18,0,1,7.6,2.6,0.32,0,1
12.6,10.0,0.8333333333333334,1,0,0,27,0,1,7.6,2.6,0.32,0,2
11.95,8.0,0.5714285714285714,1,0,0,20,0,1,7.6,2.6,0.32,0,0
11.4,10.0,0.8333333333333334,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0
14.466666666666667,12.0,0.8,1,0,0,33,0,1,16.2,0.3,-0.92,0,0
12.704260651629074,40.0,1.0,1,0,0,35,0,1,12.4,0.5,1.79,0,2
12.916666666666666,12.0,1.0,1,0,1,26,0,1,9.4,-0.8,-3.12,0,1
6.0,5.0,0.4166666666666667,0,1,0,27,0,1,11.1,0.6,2.02,0,0
6.083333333333333,6.0,0.5,0,0,0,19,0,1,15.5,2.8,-4.06,0,0
0.0,0.0,0.0,1,0,0,20,0,1,11.1,0.6,2.02,0,0
10.285714285714285,6.0,0.6,0,1,0,20,0,1,10.8,1.4,1.74,0,0
10.75,12.0,0.75,0,1,0,21,0,1,9.4,-0.8,-3.12,0,1
13.05,12.0,0.8571428571428571,1,0,1,18,0,1,7.6,2.6,0.32,0,2
5.5,2.0,0.16666666666666666,1,0,0,24,0,1,8.9,1.4,3.51,0,0
11.75,12.0,1.0,1,0,0,20,0,1,16.2,0.3,-0.92,0,2
12.25,12.0,1.0,1,0,1,21,0,1,13.9,-0.3,0.79,0,2
10.0,3.0,0.2727272727272727,1,0,0,23,0,1,9.4,-0.8,-3.12,0,1
0.0,0.0,0.0,1,0,0,24,0,1,7.6,2.6,0.32,0,0
0.0,0.0,0.0,1,0,0,21,0,1,12.4,0.5,1.79,0,0
12.242857142857144,14.0,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,2
0.0,0.0,0.0,1,0,0,27,0,1,8.9,1.4,3.51,0,0
12.93375,16.0,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
0.0,0.0,0.0,1,0,0,35,0,1,13.9,-0.3,0.79,0,0
13.5,14.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,2
11.575000000000001,6.0,1.0,1,0,0,35,0,1,11.1,0.6,2.02,0,1
14.041666666666668,8.0,0.8,1,0,0,19,0,1,10.8,1.4,1.74,0,2
11.25,12.0,1.0,1,0,0,20,0,1,7.6,2.6,0.32,0,2
12.324285714285711,14.0,0.875,1,0,0,18,0,1,10.8,1.4,1.74,0,2
11.94047619047619,12.0,1.0,1,1,0,21,0,1,13.9,-0.3,0.79,0,2
11.196428571428571,9.0,0.75,1,0,1,18,0,1,16.2,0.3,-0.92,0,2
10.875,8.0,0.6666666666666666,1,0,0,18,0,1,7.6,2.6,0.32,0,2
12.914285714285713,14.0,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,2
14.0,12.0,1.0,1,0,1,18,0,1,16.2,0.3,-0.92,0,2
13.62857142857143,11.0,0.9166666666666666,1,0,0,19,0,1,13.9,-0.3,0.79,0,2
13.257142857142856,11.0,0.9166666666666666,1,0,1,36,0,1,16.2,0.3,-0.92,0,0
12.642857142857142,14.0,0.875,1,0,1,18,0,1,12.7,3.7,-1.7,0,2
12.916666666666666,12.0,0.8571428571428571,1,0,1,18,0,1,7.6,2.6,0.32,0,2
15.741071428571429,12.0,1.0,1,0,1,20,0,1,13.9,-0.3,0.79,0,2
0.0,0.0,0.0,1,0,1,26,0,1,16.2,0.3,-0.92,0,0
11.857142857142858,12.0,1.0,1,0,0,21,0,1,7.6,2.6,0.32,0,2
12.71875,14.0,0.9333333333333333,1,0,0,25,0,1,15.5,2.8,-4.06,0,1
11.6,10.0,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,2
5.0,1.0,0.08333333333333333,1,0,0,24,0,1,9.4,-0.8,-3.12,0,0
5.0,1.0,0.08333333333333333,1,0,1,27,0,1,8.9,1.4,3.51,0,0
6.75,2.0,0.2,1,0,0,21,0,1,7.6,2.6,0.32,0,0
12.666666666666668,7.0,0.7,1,0,1,18,0,1,9.4,-0.8,-3.12,0,2
13.916666666666668,12.0,1.0,1,0,1,19,0,2,10.8,1.4,1.74,0,2
11.875,6.0,0.5,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0
13.021428571428569,12.0,0.8,1,0,1,19,0,1,11.1,0.6,2.02,0,2
14.327083333333334,13.0,0.8666666666666667,1,0,1,19,0,1,16.2,0.3,-0.92,0,2
15.566666666666666,11.0,1.0,1,0,0,33,0,2,11.1,0.6,2.02,0,2
12.4,10.0,1.0,1,0,0,45,0,2,12.4,0.5,1.79,0,2
12.428571428571429,12.0,1.0,1,0,1,20,0,1,11.1,0.6,2.02,0,2
0.0,0.0,0.0,1,0,0,28,0,1,7.6,2.6,0.32,0,0
11.571428571428571,14.0,0.875,1,0,1,19,0,1,12.7,3.7,-1.7,0,2
12.761904761904763,9.0,0.75,1,0,0,18,0,1,12.7,3.7,-1.7,0,2
0.0,0.0,0.0,1,0,0,38,0,1,15.5,2.8,-4.06,0,0
13.1,10.0,1.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,2
11.5,10.0,0.8333333333333334,1,0,1,21,0,1,15.5,2.8,-4.06,0,2
13.5,4.0,0.4,1,0,0,21,0,1,16.2,0.3,-0.92,0,0
12.8,11.0,0.9166666666666666,1,0,1,22,0,1,10.8,1.4,1.74,0,2
13.283333333333333,11.0,0.9166666666666666,1,0,1,18,0,1,9.4,-0.8,-3.12,0,2
11.452380952380953,12.0,1.0,1,0,1,18,0,1,15.5,2.8,-4.06,0,2
13.875,8.0,0.8,0,0,0,25,0,1,9.4,-0.8,-3.12,0,0
11.041666666666668,6.0,0.5,0,1,0,24,0,1,16.2,0.3,-0.92,0,0
11.966964285714287,13.0,0.9285714285714286,1,0,0,19,0,1,12.4,0.5,1.79,0,1
13.232323232323232,20.0,0.6666666666666666,1,0,0,24,0,1,12.4,0.5,1.79,0,1
12.6,10.0,1.0,1,0,1,20,0,1,12.4,0.5,1.79,0,2
0.0,0.0,0.0,0,0,0,25,0,1,10.8,1.4,1.74,0,0
12.631818181818183,19.0,0.95,1,0,1,20,0,1,8.9,1.4,3.51,0,2
13.22,16.0,1.0,1,0,0,23,0,1,9.4,-0.8,-3.12,0,2
13.151428571428571,14.0,0.875,1,0,1,19,0,1,10.8,1.4,1.74,0,2
12.041666666666668,6.0,0.5,0,1,0,29,0,1,13.9,-0.3,0.79,0,0
11.791666666666668,10.0,0.8333333333333334,1,0,0,21,0,1,11.1,0.6,2.02,0,2
13.696428571428571,11.0,0.9166666666666666,1,0,1,18,0,1,11.1,0.6,2.02,0,2
12.4,10.0,0.8333333333333334,1,0,0,19,0,1,9.4,-0.8,-3.12,0,1
13.916666666666668,12.0,1.0,1,0,1,18,0,1,8.9,1.4,3.51,0,0
13.7,10.0,1.0,1,0,0,19,0,1,7.6,2.6,0.32,0,2
5.5,1.0,0.08333333333333333,1,0,0,18,0,1,9.4,-0.8,-3.12,0,1
11.600000000000001,10.0,1.0,1,0,0,18,0,1,8.9,1.4,3.51,0,2
8.0,1.0,0.07142857142857142,0,1,1,37,0,2,8.9,1.4,3.51,0,0
12.952380952380953,10.0,1.0,1,0,0,29,0,1,16.2,0.3,-0.92,0,2
12.166666666666668,12.0,1.0,1,0,0,18,0,1,7.6,2.6,0.32,0,1
12.166666666666666,10.0,0.8333333333333334,1,0,1,19,0,1,12.4,0.5,1.79,0,2
12.416666666666668,8.0,0.47058823529411764,0,1,0,22,0,1,16.2,0.3,-0.92,0,0
10.883333333333333,11.0,0.9166666666666666,1,0,1,20,0,1,15.5,2.8,-4.06,0,2
0.0,0.0,0.0,1,0,0,34,0,1,12.7,3.7,-1.7,0,0
11.958333333333332,14.0,0.5833333333333334,0,1,0,30,0,1,7.6,2.6,0.32,0,0
14.0,12.0,1.0,1,0,0,18,0,1,10.8,1.4,1.74,0,2
12.416666666666668,12.0,1.0,1,0,0,18,0,1,12.4,0.5,1.79,0,2
11.958333333333332,7.0,0.5833333333333334,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
14.828571428571427,14.0,0.875,1,0,0,18,0,1,12.7,3.7,-1.7,0,2
12.100000000000001,10.0,0.8333333333333334,1,0,1,19,0,1,12.7,3.7,-1.7,0,2
12.75,12.0,1.0,1,0,1,19,0,1,10.8,1.4,1.74,0,2
13.671428571428573,14.0,0.875,1,0,1,18,0,1,12.7,3.7,-1.7,0,2
12.733333333333334,11.0,0.9166666666666666,1,0,1,21,0,1,13.9,-0.3,0.79,0,2
11.5,3.0,0.3,0,0,0,20,0,1,7.6,2.6,0.32,0,0
12.916666666666668,10.0,1.0,1,0,0,20,0,1,13.9,-0.3,0.79,0,2
13.11,15.0,1.0,1,0,0,19,0,1,11.1,0.6,2.02,0,2
14.964285714285715,12.0,1.0,1,0,0,20,0,1,16.2,0.3,-0.92,0,2
14.536607142857141,15.0,1.0,1,0,0,18,0,1,13.9,-0.3,0.79,0,2
10.833333333333332,8.0,0.6666666666666666,1,0,0,20,0,1,12.7,3.7,-1.7,0,0
12.377777777777776,12.0,0.75,0,1,0,29,0,2,7.6,2.6,0.32,0,0
13.78607142857143,15.0,1.0,1,0,1,18,0,1,12.4,0.5,1.79,0,1
13.908303571428572,14.0,0.9333333333333333,1,0,1,20,0,1,15.5,2.8,-4.06,0,2
11.7,8.0,0.8,1,0,1,22,0,1,16.2,0.3,-0.92,0,2
14.166666666666666,11.0,0.9166666666666666,1,0,1,47,0,4,16.2,0.3,-0.92,0,2
13.9,10.0,1.0,1,0,0,31,0,2,8.9,1.4,3.51,0,2
13.316666666666666,11.0,0.9166666666666666,1,0,1,21,0,1,16.2,0.3,-0.92,0,2
12.32857142857143,11.0,0.9166666666666666,1,0,0,21,0,1,7.6,2.6,0.32,0,2
13.0,12.0,1.0,1,0,0,24,0,2,7.6,2.6,0.32,0,2
12.416666666666668,12.0,1.0,1,0,0,18,0,1,15.5,2.8,-4.06,0,1
11.75,8.0,0.6666666666666666,1,0,0,32,0,1,7.6,2.6,0.32,0,2
11.166666666666668,12.0,1.0,1,0,1,19,0,1,10.8,1.4,1.74,0,2
13.385,16.0,1.0,1,0,0,24,0,1,9.4,-0.8,-3.12,0,2
15.083333333333332,12.0,1.0,1,0,0,19,0,1,15.5,2.8,-4.06,0,2
14.083333333333334,12.0,1.0,1,1,1,19,0,1,13.9,-0.3,0.79,0,2
12.214285714285715,11.0,0.9166666666666666,1,0,0,24,0,1,12.4,0.5,1.79,0,1
11.666666666666666,12.0,1.0,1,0,1,18,0,1,8.9,1.4,3.51,0,2
11.666666666666668,7.0,0.5833333333333334,1,0,1,19,0,1,8.9,1.4,3.51,0,0
14.725714285714288,14.0,0.875,1,0,1,19,0,2,10.8,1.4,1.74,0,2
13.916666666666666,12.0,1.0,1,0,1,18,0,1,12.4,0.5,1.79,0,2
11.952380952380953,12.0,1.0,1,0,0,18,0,1,12.4,0.5,1.79,0,2
12.81875,15.0,1.0,1,0,0,20,0,1,12.4,0.5,1.79,0,2
12.86,16.0,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,2
12.982142857142858,12.0,1.0,1,0,0,18,0,1,11.1,0.6,2.02,0,2
12.1,9.0,0.9,1,0,1,21,0,1,10.8,1.4,1.74,0,2
15.642777777777777,15.0,1.0,1,0,1,18,0,1,15.5,2.8,-4.06,0,2
11.375,6.0,0.6,0,1,0,18,0,1,9.4,-0.8,-3.12,0,0
0.0,0.0,0.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,0
11.0,8.0,0.6666666666666666,1,0,0,19,0,1,10.8,1.4,1.74,0,1
13.2375,10.0,0.8333333333333334,1,0,0,18,0,1,11.1,0.6,2.02,0,2
5.5,1.0,0.1,1,0,0,34,0,1,12.7,3.7,-1.7,0,0
14.2,10.0,1.0,1,0,0,19,0,1,7.6,2.6,0.32,0,2
11.3,7.0,0.5833333333333334,0,1,0,19,0,1,12.4,0.5,1.79,0,0
14.988095238095237,12.0,1.0,1,1,0,26,0,1,11.1,0.6,2.02,0,2
11.333333333333334,6.0,0.5,1,0,0,21,0,1,7.6,2.6,0.32,0,0
