average_grade,total_approved_units,overall_approval_rate,Tuition fees up to date,Debtor,Scholarship holder,Age at enrollment,Gender,Marital status,Unemployment rate,Inflation rate,GDP,International,grade_change,fail_ratio_1st,fail_ratio_2nd,engagement_index,financial_pressure
14.109375,15,1.0,1,0,1,18,0,1,13.9,-0.3,0.79,0,1.9187499999999993,0.0,0.0,1.0,0.0
13.226190476190476,12,1.0,1,1,1,49,1,2,10.8,1.4,1.74,0,1.8809523809523796,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,0,30,1,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.0,0.0
11.5,5,0.5,1,0,0,26,0,1,10.8,1.4,1.74,0,-1.0,0.0,0.0,0.5,0.0
12.2,11,0.9166666666666666,1,0,0,21,0,1,12.4,0.5,1.79,0,-0.40000000000000036,0.0,0.0,0.9166666666666666,0.0
0.0,0,0.0,1,0,0,23,0,1,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0
14.328571428571427,14,0.875,1,0,0,19,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
0.0,0,0.0,0,1,0,24,1,1,16.2,0.3,-0.92,0,0.0,0.0,0.0,0.0,1.0
12.166666666666668,12,1.0,1,0,0,20,0,1,12.7,3.7,-1.7,1,-0.3333333333333339,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,1,18,0,1,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,0.0
15.666666666666668,4,0.4,1,0,0,29,1,1,10.8,1.4,1.74,0,-4.666666666666666,0.4,0.4,0.4,0.0
12.86,16,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0.0,0.25,0.25,1.0,0.0
11.585470085470085,31,1.0,1,0,0,35,1,1,15.5,2.8,-4.06,0,0.05982905982906139,0.0,0.0,1.0,0.0
12.530303030303031,22,0.9565217391304348,1,0,0,19,0,1,8.9,1.4,3.51,0,0.3939393939393945,0.0,0.0,0.9565217391304348,0.0
13.666666666666668,12,1.0,1,0,1,20,0,1,10.8,1.4,1.74,1,-0.6666666666666661,0.0,0.0,1.0,0.0
11.291666666666668,7,0.5833333333333334,1,0,0,21,0,1,12.7,3.7,-1.7,0,-1.916666666666666,0.0,0.0,0.5833333333333334,0.0
12.600000000000001,10,0.8333333333333334,1,0,0,34,0,2,9.4,-0.8,-3.12,0,0.40000000000000036,0.0,0.0,0.8333333333333334,0.0
12.273809523809524,11,0.9166666666666666,1,0,1,18,1,1,13.9,-0.3,0.79,0,-0.8809523809523796,0.0,0.0,0.9166666666666666,0.0
12.3,7,0.7,1,0,0,18,0,1,9.4,-0.8,-3.12,0,0.5999999999999996,0.4,0.0,0.7,0.0
12.95,15,0.8823529411764706,1,0,0,27,0,1,12.4,0.5,1.79,0,-0.09999999999999964,0.0,0.0,0.8823529411764706,0.0
11.25,3,0.3,0,0,0,35,0,4,9.4,-0.8,-3.12,0,-1.5,0.4,0.2,0.3,1.0
14.583333333333332,12,1.0,1,0,1,21,0,1,8.9,1.4,3.51,0,0.16666666666666607,0.0,0.0,1.0,0.0
11.622727272727271,20,0.8695652173913043,1,1,0,21,1,1,8.9,1.4,3.51,0,0.1545454545454561,0.0,0.09090909090909091,0.8695652173913043,0.0
0.0,0,0.0,0,1,0,54,0,1,12.4,0.5,1.79,1,0.0,0.0,0.0,0.0,1.0
11.833333333333332,5,0.5,1,0,0,20,1,1,9.4,-0.8,-3.12,0,1.666666666666666,0.6,0.0,0.5,0.0
13.607142857142858,12,1.0,1,0,1,20,1,1,8.9,1.4,3.51,0,-2.2142857142857135,0.0,0.0,1.0,0.0
11.2,10,0.7142857142857143,1,0,1,19,1,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.7142857142857143,0.0
12.1,11,0.9166666666666666,1,0,0,19,0,1,7.6,2.6,0.32,0,-0.1999999999999993,0.0,0.0,0.9166666666666666,0.0
11.25,6,0.5,0,0,0,19,0,1,12.7,3.7,-1.7,0,0.5,0.0,0.0,0.5,1.0
15.2,10,1.0,1,0,0,29,1,2,11.1,0.6,2.02,0,0.0,0.0,0.0,1.0,0.0
12.75,11,0.9166666666666666,1,0,0,19,1,1,12.4,0.5,1.79,0,0.5,0.0,0.0,0.9166666666666666,0.0
0.0,0,0.0,1,1,1,30,0,1,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0
12.32,16,1.0,1,0,1,18,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
12.8,4,0.4,1,0,0,20,1,1,12.4,0.5,1.79,0,-0.40000000000000036,0.0,0.0,0.4,0.0
12.533333333333333,11,0.9166666666666666,1,0,1,22,1,1,12.4,0.5,1.79,0,-0.2666666666666657,0.0,0.0,0.9166666666666666,0.0
11.5,10,0.8333333333333334,0,0,1,22,0,1,8.9,1.4,3.51,0,1.0,0.0,0.0,0.8333333333333334,0.0
12.0625,15,1.0,1,0,0,32,0,2,12.7,3.7,-1.7,1,2.125,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,1,19,1,1,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0
13.427499999999998,16,1.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
15.3,10,1.0,1,0,0,27,0,1,8.9,1.4,3.51,0,-1.0,0.0,0.0,1.0,0.0
13.416666666666668,4,0.4,1,0,0,20,1,1,7.6,2.6,0.32,0,-1.833333333333334,0.0,0.0,0.4,0.0
10.833333333333332,8,0.6666666666666666,1,0,0,20,0,1,12.7,3.7,-1.7,0,-0.3333333333333339,0.0,0.0,0.6666666666666666,0.0
0.0,0,0.0,0,1,0,38,1,1,8.9,1.4,3.51,0,0.0,0.0,0.0,0.0,1.0
14.166666666666668,12,1.0,1,0,0,19,1,1,8.9,1.4,3.51,0,0.6666666666666661,0.0,0.0,1.0,0.0
12.57857142857143,11,0.9166666666666666,1,0,0,20,1,1,16.2,0.3,-0.92,0,-0.5571428571428569,0.0,0.0,0.9166666666666666,0.0
10.416666666666668,17,0.68,1,0,0,29,0,1,9.4,-0.8,-3.12,0,-0.16666666666666607,0.0,0.0,0.68,0.0
0.0,0,0.0,0,1,0,24,1,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,1.0
12.833333333333332,12,1.0,1,0,1,20,0,1,10.8,1.4,1.74,0,0.3333333333333339,0.0,0.0,1.0,0.0
12.733333333333334,16,0.6666666666666666,1,1,0,24,1,1,12.4,0.5,1.79,0,1.1333333333333346,0.0,0.0,0.6666666666666666,0.0
11.233333333333334,11,0.9166666666666666,1,0,1,48,0,6,10.8,1.4,1.74,0,1.1333333333333346,0.0,0.0,0.9166666666666666,0.0
12.883333333333333,11,0.9166666666666666,1,0,0,25,1,1,7.6,2.6,0.32,0,-0.5666666666666664,0.0,0.0,0.9166666666666666,0.0
12.333333333333332,12,1.0,1,0,0,35,0,2,15.5,2.8,-4.06,0,-0.3333333333333339,0.0,0.0,1.0,0.0
12.583333333333334,12,1.0,1,0,0,46,0,2,7.6,2.6,0.32,0,-1.5,0.0,0.0,1.0,0.0
13.133333333333333,11,0.9166666666666666,1,0,0,18,1,1,12.4,0.5,1.79,0,0.9333333333333336,0.0,0.0,0.9166666666666666,0.0
11.766666666666666,8,0.8,1,0,0,20,0,1,7.6,2.6,0.32,0,0.8666666666666654,0.0,0.0,0.8,0.0
11.5,2,0.16666666666666666,1,1,0,21,0,1,8.9,1.4,3.51,0,-1.0,0.0,0.0,0.16666666666666666,0.0
11.916666666666668,12,1.0,1,0,1,19,0,1,12.4,0.5,1.79,0,0.8333333333333339,0.0,0.0,1.0,0.0
12.916666666666666,12,1.0,1,0,1,18,0,1,9.4,-0.8,-3.12,0,1.5,0.0,0.0,1.0,0.0
12.625,9,0.9,1,0,1,18,0,1,10.8,1.4,1.74,0,-1.25,0.0,0.0,0.9000000000000001,0.0
12.75,8,0.8,0,0,0,22,1,1,8.9,1.4,3.51,0,2.5,0.0,0.0,0.8,1.0
10.7,6,0.5,1,0,0,19,1,1,10.8,1.4,1.74,0,-1.4000000000000004,0.0,0.0,0.5,0.0
0.0,0,0.0,1,0,1,19,0,1,11.1,0.6,2.02,0,0.0,0.0,0.0,0.0,0.0
13.425,9,0.9,1,0,0,18,1,1,10.8,1.4,1.74,0,-0.34999999999999964,0.0,0.2,0.9000000000000001,0.0
11.166666666666668,5,0.4166666666666667,1,0,1,20,1,1,10.8,1.4,1.74,0,0.3333333333333339,0.0,0.0,0.4166666666666667,0.0
11.366666666666667,8,0.6666666666666666,1,0,0,36,1,2,13.9,-0.3,0.79,0,0.06666666666666643,0.0,0.0,0.6666666666666666,0.0
11.75,3,0.25,1,0,0,19,0,1,9.4,-0.8,-3.12,0,2.5,0.0,0.0,0.25,0.0
11.416666666666666,12,1.0,1,0,0,19,0,1,9.4,-0.8,-3.12,0,0.5,0.0,0.0,1.0,0.0
5.333333333333333,3,0.3,1,0,0,19,0,1,16.2,0.3,-0.92,0,-10.666666666666666,0.0,0.6,0.3,0.0
11.7,10,1.0,1,0,0,18,0,1,9.4,-0.8,-3.12,0,-0.20000000000000107,0.2,0.0,1.0,0.0
11.125,9,0.75,1,0,0,18,0,1,10.8,1.4,1.74,0,0.25,0.0,0.0,0.75,0.0
13.083333333333332,12,1.0,1,0,0,31,0,2,9.4,-0.8,-3.12,0,-0.16666666666666607,0.0,0.0,1.0,0.0
12.428571428571429,10,1.0,1,0,0,35,0,4,13.9,-0.3,0.79,0,0.8571428571428577,0.0,0.0,1.0,0.0
13.7,9,0.75,1,0,0,19,0,1,13.9,-0.3,0.79,0,-1.4000000000000004,0.0,0.0,0.75,0.0
13.416666666666668,12,1.0,1,0,0,18,0,1,12.4,0.5,1.79,0,-0.16666666666666607,0.0,0.0,1.0,0.0
12.25,12,1.0,1,0,1,18,0,1,12.7,3.7,-1.7,0,-0.8333333333333321,0.0,0.0,1.0,0.0
0.0,0,0.0,0,0,0,24,0,6,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,1.0
0.0,0,0.0,1,0,1,18,0,1,12.4,0.5,1.79,0,0.0,0.0,0.0,0.0,0.0
13.72267857142857,15,1.0,1,0,0,20,0,1,12.4,0.5,1.79,0,1.4796428571428581,0.0,0.0,1.0,0.0
12.05125,13,0.8666666666666667,1,0,0,20,0,1,15.5,2.8,-4.06,0,0.5574999999999992,0.0,0.0,0.8666666666666667,0.0
11.857142857142858,14,0.875,1,0,1,18,0,5,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.875,0.0
12.75,12,1.0,1,0,1,20,0,1,10.8,1.4,1.74,0,0.16666666666666785,0.0,0.0,1.0,0.0
14.06,14,0.875,1,0,1,19,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
13.40375,16,1.0,1,0,1,18,0,1,9.4,-0.8,-3.12,0,0.0,0.0,0.0,1.0,0.0
12.964285714285715,12,1.0,1,0,1,18,0,1,13.9,-0.3,0.79,0,-0.9285714285714288,0.0,0.0,1.0,0.0
11.75,12,1.0,1,0,0,19,0,1,12.7,3.7,-1.7,0,-0.8333333333333321,0.0,0.0,1.0,0.0
14.024920634920633,15,1.0,1,0,0,19,0,1,11.1,0.6,2.02,0,0.6612698412698403,0.0,0.0,1.0,0.0
12.125,9,0.9,1,0,0,21,1,1,7.6,2.6,0.32,0,-0.25,0.0,0.0,0.9000000000000001,0.0
11.291666666666668,7,0.7,1,0,0,23,0,1,7.6,2.6,0.32,0,-0.08333333333333393,0.0,0.0,0.7,0.0
12.0,4,0.4,1,0,0,19,0,1,10.8,1.4,1.74,0,4.0,0.0,0.0,0.4,0.0
12.4,11,0.9166666666666666,1,1,0,18,1,1,12.7,3.7,-1.7,0,-1.1999999999999993,0.0,0.0,0.9166666666666666,0.0
13.0,12,1.0,1,0,0,29,1,1,11.1,0.6,2.02,0,2.0,0.0,0.0,1.0,0.0
12.333333333333332,12,0.8571428571428571,0,1,0,22,0,1,11.1,0.6,2.02,0,1.666666666666666,0.0,0.0,0.8571428571428571,1.0
0.0,0,0.0,0,0,0,18,0,1,13.9,-0.3,0.79,0,0.0,0.0,0.0,0.0,1.0
11.083333333333332,11,0.9166666666666666,1,0,0,27,0,1,11.1,0.6,2.02,0,0.16666666666666607,0.0,0.0,0.9166666666666666,0.0
13.089285714285715,18,1.0,1,0,0,29,0,1,9.4,-0.8,-3.12,0,0.6785714285714288,0.0,0.0,1.0,0.0
11.852272727272728,17,0.7083333333333334,1,0,0,25,1,1,12.4,0.5,1.79,0,0.7954545454545432,0.0,0.0,0.7083333333333334,0.0
11.925,10,0.6666666666666666,1,0,0,33,0,2,10.8,1.4,1.74,0,-1.3499999999999996,0.25,0.0,0.6666666666666666,0.0
12.666666666666668,7,0.7,1,0,1,18,0,1,9.4,-0.8,-3.12,0,-0.6666666666666661,0.0,0.0,0.7,0.0
0.0,0,0.0,1,0,0,18,1,1,12.4,0.5,1.79,0,0.0,0.0,0.0,0.0,0.0
14.083333333333332,12,1.0,1,0,0,25,1,1,11.1,0.6,2.02,0,-1.166666666666666,0.0,0.0,1.0,0.0
12.343358395989975,40,1.0,1,0,0,37,1,1,12.4,0.5,1.79,0,-0.26566416040100194,0.0,0.0,1.0,0.0
15.25,12,0.8571428571428571,1,0,0,18,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.8571428571428571,0.0
11.375,8,0.6666666666666666,0,1,0,43,0,2,8.9,1.4,3.51,0,-1.75,0.0,0.0,0.6666666666666666,1.0
14.207792207792206,15,1.0,1,0,0,18,0,1,16.2,0.3,-0.92,0,1.1298701298701292,0.0,0.0,1.0,0.0
10.5,6,0.42857142857142855,1,0,0,19,0,1,16.2,0.3,-0.92,0,0.0,0.0,0.0,0.42857142857142855,0.0
12.3,7,0.3888888888888889,1,0,0,25,1,1,12.4,0.5,1.79,0,1.4000000000000004,0.0,0.0,0.3888888888888889,0.0
13.041666666666668,10,0.8333333333333334,1,0,0,23,1,1,11.1,0.6,2.02,0,-0.5833333333333339,0.0,0.0,0.8333333333333334,0.0
12.75,12,1.0,1,0,0,18,0,1,12.4,0.5,1.79,1,-1.5,0.0,0.0,1.0,0.0
12.416666666666668,8,0.47058823529411764,0,1,0,22,0,1,16.2,0.3,-0.92,0,1.166666666666666,0.0,0.0,0.47058823529411764,1.0
13.966666666666669,12,0.8571428571428571,1,0,0,20,0,1,7.6,2.6,0.32,0,0.0,0.0,0.0,0.8571428571428571,0.0
13.375,8,0.8,1,0,0,19,1,1,7.6,2.6,0.32,0,1.75,0.0,0.0,0.8,0.0
12.166666666666668,7,0.7,1,0,0,18,0,1,7.6,2.6,0.32,0,-0.3333333333333339,0.0,0.0,0.7,0.0
12.732142857142858,14,0.9333333333333333,1,0,1,19,0,1,12.4,0.5,1.79,0,1.1928571428571413,0.0,0.0,0.9333333333333333,0.0
13.0,14,1.0,1,0,0,19,0,1,8.9,1.4,3.51,0,-0.2857142857142847,0.0,0.0,1.0,0.0
0.0,0,0.0,1,0,0,42,1,2,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,1,0,0,20,0,1,8.9,1.4,3.51,0,0.0,0.0,0.0,0.0,0.0
14.041666666666668,8,0.8,1,0,0,19,0,1,10.8,1.4,1.74,0,0.5833333333333339,0.0,0.4,0.8,0.0
14.417460317460318,15,1.0,1,0,0,27,0,1,16.2,0.3,-0.92,0,-0.6793650793650787,0.0,0.0,1.0,0.0
12.15,9,0.9,0,0,0,35,0,2,9.4,-0.8,-3.12,0,-0.6999999999999993,0.2,0.0,0.9000000000000001,1.0
13.937142857142858,14,0.875,1,0,0,19,0,1,10.8,1.4,1.74,0,0.0,0.0,0.0,0.875,0.0
12.4875,13,0.65,1,1,0,23,0,1,8.9,1.4,3.51,0,0.22499999999999964,0.0,0.0,0.65,0.0
10.55,9,0.75,1,0,0,19,0,1,15.5,2.8,-4.06,0,-0.09999999999999964,0.0,0.0,0.75,0.0
14.466666666666667,12,0.8,1,0,0,33,0,1,16.2,0.3,-0.92,0,0.23333333333333428,0.0,0.0,0.8,0.0
13.0,9,0.75,1,0,0,33,0,2,11.1,0.6,2.02,0,-4.0,0.0,0.0,0.75,0.0
12.783333333333333,11,0.9166666666666666,1,0,1,19,1,1,12.7,3.7,-1.7,0,0.7666666666666657,0.0,0.0,0.9166666666666666,0.0
12.9,10,0.8333333333333334,1,0,0,21,0,1,12.4,0.5,1.79,0,-0.1999999999999993,0.0,0.0,0.8333333333333334,0.0
